inspection_id,part_serial_number,lot_number,supplier_id,feature_id,gdandt_type,measured_x,measured_y,measured_value,nominal_value,nominal_x,nominal_y,tolerance,measurement_unit,inspector,inspection_date
INS-GDT-00491,MMB-0045,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1116,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00492,MMB-0045,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.0711,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00493,MMB-0045,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,4.9819,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00494,MMB-0045,LOT-205,SUP-003,SLOT_WIDTH,width,,,7.9884,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00495,MMB-0045,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.007,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00496,MMB-0046,LOT-205,SUP-003,HOLE_1_POSITION,position,19.9258,19.9981,0.1485,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00497,MMB-0046,LOT-205,SUP-003,HOLE_2_POSITION,position,80.0215,20.0554,0.1188,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00498,MMB-0046,LOT-205,SUP-003,HOLE_3_POSITION,position,20.007,59.9464,0.1081,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00499,MMB-0046,LOT-205,SUP-003,HOLE_4_POSITION,position,80.0089,59.9364,0.1285,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00500,MMB-0046,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0082,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00501,MMB-0046,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0141,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00502,MMB-0046,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0065,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00503,MMB-0046,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.0803,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00504,MMB-0046,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,5.0226,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00505,MMB-0046,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0777,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00506,MMB-0046,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,5.9907,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00507,MMB-0047,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0543,19.9803,0.1156,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00508,MMB-0047,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9175,20.035,0.1793,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00509,MMB-0047,LOT-205,SUP-003,HOLE_3_POSITION,position,20.0094,60.0727,0.1466,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00510,MMB-0047,LOT-205,SUP-003,HOLE_4_POSITION,position,79.9079,60.1678,0.3827,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00511,MMB-0047,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0489,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00512,MMB-0047,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0545,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00513,MMB-0047,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0581,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00514,MMB-0047,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.0699,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00515,MMB-0047,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,5.0022,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00516,MMB-0047,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0045,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00517,MMB-0047,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0178,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00518,MMB-0048,LOT-205,SUP-003,HOLE_1_POSITION,position,19.9853,20.0707,0.1445,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00519,MMB-0048,LOT-205,SUP-003,HOLE_2_POSITION,position,80.0063,19.9872,0.0286,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00520,MMB-0048,LOT-205,SUP-003,HOLE_3_POSITION,position,20.041,59.9351,0.1535,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00521,MMB-0048,LOT-205,SUP-003,HOLE_4_POSITION,position,80.0205,60.0015,0.041,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00522,MMB-0048,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0038,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00523,MMB-0048,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0037,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00524,MMB-0048,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1104,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00525,MMB-0048,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.1874,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00526,MMB-0048,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,5.0035,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00527,MMB-0048,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0615,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00528,MMB-0048,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.016,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00529,MMB-0049,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0625,20.021,0.1319,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00530,MMB-0049,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9862,19.9471,0.1093,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00531,MMB-0049,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9759,59.9897,0.0525,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00532,MMB-0049,LOT-205,SUP-003,HOLE_4_POSITION,position,80.0818,60.0462,0.1879,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00533,MMB-0049,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.03,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00534,MMB-0049,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0811,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00535,MMB-0049,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0911,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00536,MMB-0049,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.1383,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00537,MMB-0049,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,4.97,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00538,MMB-0049,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0442,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00539,MMB-0049,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,5.9935,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00540,MMB-0050,LOT-205,SUP-003,HOLE_1_POSITION,position,20.0544,20.0593,0.1609,,20.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00541,MMB-0050,LOT-205,SUP-003,HOLE_2_POSITION,position,79.9665,20.0475,0.1162,,80.0,20.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00542,MMB-0050,LOT-205,SUP-003,HOLE_3_POSITION,position,19.9856,59.9858,0.0405,,20.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00543,MMB-0050,LOT-205,SUP-003,HOLE_4_POSITION,position,80.0154,60.0171,0.046,,80.0,60.0,0.2,mm,QE-Nguyen,2024-06-18
INS-GDT-00544,MMB-0050,LOT-205,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0256,0.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00545,MMB-0050,LOT-205,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.015,0.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00546,MMB-0050,LOT-205,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0651,0.0,,,0.15,mm,QE-Nguyen,2024-06-18
INS-GDT-00547,MMB-0050,LOT-205,SUP-003,OUTER_PROFILE,profile,,,0.2795,0.0,,,0.3,mm,QE-Nguyen,2024-06-18
INS-GDT-00548,MMB-0050,LOT-205,SUP-003,HOLE_DIAMETER,diameter,,,4.9443,5.0,,,0.05,mm,QE-Nguyen,2024-06-18
INS-GDT-00549,MMB-0050,LOT-205,SUP-003,SLOT_WIDTH,width,,,8.0361,8.0,,,0.1,mm,QE-Nguyen,2024-06-18
INS-GDT-00550,MMB-0050,LOT-205,SUP-003,BRACKET_THICKNESS,thickness,,,6.0314,6.0,,,0.1,mm,QE-Nguyen,2024-06-18
