inspection_id,date,part_number,supplier_id,lot_number,quantity_received,quantity_inspected,quantity_failed,defect_type,defect_category,inspection_stage,inspector,disposition,ncr_id,cost_impact
INS-09631,2023-03-26,PROP-003,SUP-006,LOT-101,87,44,5,Connector Misalignment,Assembly,Receiving Inspection,QE-Torres,Use-As-Is,,197.15
INS-09632,2024-04-17,MMB-001,SUP-003,LOT-699,127,116,2,Missing Hardware,Assembly,Final Assembly,QE-Osei,Reject,NCR-2999,360.07
INS-09633,2023-12-13,LARM-015,SUP-010,LOT-378,159,66,17,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Patel,MRB Review,NCR-1020,2460.42
INS-09634,2024-10-12,PYLD-009,SUP-001,LOT-482,47,16,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09635,2024-08-28,GPS-013,SUP-004,LOT-246,79,73,3,Surface Finish,Cosmetic,Receiving Inspection,QE-Brooks,Reject,,1098.7
INS-09636,2023-06-28,WHAR-005,SUP-005,LOT-302,165,65,7,Solder Joint Failure,Electrical,Receiving Inspection,QE-Torres,Use-As-Is,NCR-2148,233.8
INS-09637,2024-01-07,ESC-002,SUP-004,LOT-799,161,157,8,Contamination,Cosmetic,Final Assembly,QE-Torres,Reject,NCR-5980,2219.6
INS-09638,2024-04-14,FRAME-012,SUP-001,LOT-226,150,44,2,Insulation Damage,Electrical,Final Assembly,QE-Brooks,Use-As-Is,,874.67
INS-09639,2024-01-18,PROP-003,SUP-006,LOT-372,67,23,0,,,End-of-Line Test,QE-Torres,Accept,,0.0
INS-09640,2023-06-26,THRM-011,SUP-005,LOT-476,188,100,13,Crack / Fracture,Composite,In-Process Inspection,QE-Brooks,Reject,NCR-1880,88.25
INS-09641,2023-10-13,LARM-015,SUP-010,LOT-679,34,29,8,Missing Hardware,Assembly,End-of-Line Test,QE-Torres,Reject,NCR-5079,753.63
INS-09642,2023-12-10,FC-014,SUP-004,LOT-232,76,28,1,Incorrect Part Number,Documentation,In-Process Inspection,QE-Brooks,Rework,,136.75
INS-09643,2024-05-11,BATT-008,SUP-009,LOT-782,54,19,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09644,2024-11-01,PYLD-009,SUP-001,LOT-448,135,125,10,Missing Hardware,Assembly,End-of-Line Test,QE-Torres,Reject,,1525.7
INS-09645,2024-10-03,MMB-001,SUP-003,LOT-865,62,20,1,Thread Damage,Dimensional,In-Process Inspection,QE-Patel,Rework,NCR-5642,129.73
INS-09646,2024-03-07,WING-007,SUP-006,LOT-897,50,32,1,Solder Joint Failure,Electrical,End-of-Line Test,QE-Patel,Use-As-Is,NCR-4447,508.69
INS-09647,2023-12-03,FAST-010,SUP-008,LOT-172,60,15,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-09648,2024-08-06,BCON-006,SUP-004,LOT-208,99,47,2,Missing Hardware,Assembly,In-Process Inspection,QE-Nguyen,Reject,,52.37
INS-09649,2024-12-25,FAST-010,SUP-008,LOT-595,179,64,1,Dimensional Out-of-Tolerance,Dimensional,Final Assembly,QE-Osei,Reject,NCR-6491,2.92
INS-09650,2023-05-09,BATT-008,SUP-009,LOT-810,51,44,2,Surface Finish,Cosmetic,Receiving Inspection,QE-Osei,Reject,,462.92
INS-09651,2023-01-09,BATT-008,SUP-009,LOT-660,142,111,4,Insulation Damage,Electrical,Final Assembly,QE-Osei,Rework,NCR-1807,1204.97
INS-09652,2023-04-14,ESC-002,SUP-004,LOT-332,200,106,5,Missing Hardware,Assembly,Receiving Inspection,QE-Brooks,Rework,NCR-7477,334.91
INS-09653,2024-07-30,WHAR-005,SUP-005,LOT-910,112,37,3,Missing Hardware,Assembly,End-of-Line Test,QE-Osei,Reject,,159.71
INS-09654,2024-04-26,MMB-001,SUP-003,LOT-486,164,72,4,Thread Damage,Dimensional,Final Assembly,QE-Osei,Use-As-Is,,462.18
INS-09655,2024-10-16,MMB-001,SUP-003,LOT-848,158,53,4,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Osei,Rework,NCR-4951,471.01
INS-09656,2023-03-05,LARM-015,SUP-010,LOT-358,79,36,2,Electrical Short,Electrical,End-of-Line Test,QE-Osei,Rework,NCR-2328,293.9
INS-09657,2023-08-09,PROP-003,SUP-006,LOT-910,94,43,1,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Torres,Use-As-Is,,107.89
INS-09658,2023-11-13,GPS-013,SUP-004,LOT-887,157,135,37,Corrosion,Cosmetic,End-of-Line Test,QE-Torres,MRB Review,NCR-1557,7701.45
INS-09659,2023-11-01,ESC-002,SUP-004,LOT-539,81,34,1,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Brooks,Rework,,210.31
INS-09660,2023-12-20,MMB-001,SUP-003,LOT-429,36,13,2,Wrong Material Cert,Documentation,Receiving Inspection,QE-Patel,Reject,NCR-8768,191.59
INS-09661,2024-11-26,BCON-006,SUP-004,LOT-590,85,42,1,Thread Damage,Dimensional,In-Process Inspection,QE-Nguyen,Use-As-Is,NCR-4447,28.28
INS-09662,2024-06-29,BCON-006,SUP-004,LOT-945,77,57,2,Surface Finish,Cosmetic,In-Process Inspection,QE-Nguyen,Reject,,30.43
INS-09663,2023-11-09,PROP-003,SUP-006,LOT-951,155,48,1,Delamination,Composite,Final Assembly,QE-Brooks,Reject,NCR-9309,77.89
INS-09664,2024-11-01,BCON-006,SUP-004,LOT-681,146,79,5,Delamination,Composite,End-of-Line Test,QE-Patel,Rework,,146.53
INS-09665,2023-01-16,THRM-011,SUP-005,LOT-282,31,20,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-09666,2024-09-13,LARM-015,SUP-010,LOT-167,46,30,5,Missing Hardware,Assembly,End-of-Line Test,QE-Nguyen,Reject,NCR-9442,715.57
INS-09667,2023-01-21,FC-014,SUP-004,LOT-214,124,46,1,Contamination,Cosmetic,In-Process Inspection,QE-Torres,Rework,NCR-2933,572.35
INS-09668,2024-01-23,WHAR-005,SUP-005,LOT-158,128,72,8,Solder Joint Failure,Electrical,Receiving Inspection,QE-Nguyen,Rework,,625.32
INS-09669,2024-04-03,BCON-006,SUP-004,LOT-381,198,58,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-09670,2024-11-05,FC-014,SUP-004,LOT-953,15,5,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09671,2024-10-31,BATT-008,SUP-009,LOT-381,168,126,2,Documentation Missing,Documentation,Receiving Inspection,QE-Torres,Reject,,671.09
INS-09672,2023-05-25,WHAR-005,SUP-005,LOT-438,194,184,8,Solder Joint Failure,Electrical,In-Process Inspection,QE-Nguyen,Use-As-Is,NCR-1426,177.07
INS-09673,2023-02-09,ESC-002,SUP-004,LOT-720,140,137,3,Documentation Missing,Documentation,Final Assembly,QE-Brooks,Rework,,611.01
INS-09674,2024-02-06,BATT-008,SUP-009,LOT-307,85,38,1,Contamination,Cosmetic,In-Process Inspection,QE-Patel,Reject,NCR-4431,781.2
INS-09675,2024-03-01,BCON-006,SUP-004,LOT-997,56,19,1,Documentation Missing,Documentation,In-Process Inspection,QE-Nguyen,Reject,,7.99
INS-09676,2024-12-27,MMB-001,SUP-003,LOT-579,95,70,3,Surface Finish,Cosmetic,End-of-Line Test,QE-Brooks,Reject,,508.25
INS-09677,2023-06-05,LARM-015,SUP-010,LOT-702,166,49,4,Contamination,Cosmetic,Receiving Inspection,QE-Patel,Reject,,526.33
INS-09678,2023-10-13,LARM-015,SUP-010,LOT-660,157,145,46,Contamination,Cosmetic,Receiving Inspection,QE-Brooks,Supplier Return,NCR-6056,3863.05
INS-09679,2024-05-30,THRM-011,SUP-005,LOT-160,57,17,1,Crack / Fracture,Composite,Final Assembly,QE-Brooks,Reject,,2.8
INS-09680,2024-04-28,BCON-006,SUP-004,LOT-381,14,7,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09681,2023-07-26,THRM-011,SUP-005,LOT-527,181,163,12,Surface Finish,Cosmetic,Final Assembly,QE-Patel,Rework,,37.18
INS-09682,2023-04-25,THRM-011,SUP-005,LOT-331,134,68,3,Connector Misalignment,Assembly,Receiving Inspection,QE-Torres,Reject,,14.88
INS-09683,2023-05-30,GPS-013,SUP-004,LOT-255,41,21,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-09684,2024-03-04,FAST-010,SUP-008,LOT-590,126,59,1,Delamination,Composite,End-of-Line Test,QE-Osei,Use-As-Is,,8.95
INS-09685,2024-12-14,WHAR-005,SUP-005,LOT-485,30,20,3,Wrong Material Cert,Documentation,Final Assembly,QE-Torres,Use-As-Is,,134.16
INS-09686,2024-09-13,FC-014,SUP-004,LOT-846,37,19,0,,,End-of-Line Test,QE-Nguyen,Accept,,0.0
INS-09687,2023-04-18,WHAR-005,SUP-005,LOT-672,105,84,7,Corrosion,Cosmetic,End-of-Line Test,QE-Patel,Rework,,534.91
INS-09688,2023-10-09,MOTOR-004,SUP-007,LOT-228,45,21,7,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Patel,MRB Review,NCR-9237,894.66
INS-09689,2024-11-21,MOTOR-004,SUP-007,LOT-328,93,52,30,Electrical Short,Electrical,Final Assembly,QE-Patel,MRB Review,NCR-3942,2279.22
INS-09690,2024-07-24,FRAME-012,SUP-001,LOT-690,117,97,6,Crack / Fracture,Composite,End-of-Line Test,QE-Patel,Rework,NCR-7357,1629.19
INS-09691,2024-09-04,FC-014,SUP-004,LOT-409,82,51,2,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Reject,,856.33
INS-09692,2023-06-05,MOTOR-004,SUP-007,LOT-733,198,180,45,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Nguyen,MRB Review,NCR-5196,7902.57
INS-09693,2023-03-17,BCON-006,SUP-004,LOT-389,122,88,13,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Reject,NCR-2218,186.29
INS-09694,2023-09-26,FAST-010,SUP-008,LOT-155,154,147,0,,,Final Assembly,QE-Nguyen,Accept,,0.0
INS-09695,2024-12-01,MOTOR-004,SUP-007,LOT-526,108,43,5,Documentation Missing,Documentation,In-Process Inspection,QE-Osei,Use-As-Is,,657.17
INS-09696,2024-03-19,PROP-003,SUP-006,LOT-819,68,45,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-09697,2024-05-29,WING-007,SUP-006,LOT-931,193,131,7,Corrosion,Cosmetic,End-of-Line Test,QE-Torres,Use-As-Is,,3084.39
INS-09698,2024-05-10,BCON-006,SUP-004,LOT-490,47,29,0,,,Final Assembly,QE-Brooks,Accept,,0.0
INS-09699,2023-10-15,BCON-006,SUP-004,LOT-551,118,65,8,Solder Joint Failure,Electrical,End-of-Line Test,QE-Torres,Reject,,48.78
INS-09700,2023-01-01,FC-014,SUP-004,LOT-888,81,45,1,Contamination,Cosmetic,End-of-Line Test,QE-Nguyen,Rework,,546.39
INS-09701,2023-06-17,THRM-011,SUP-005,LOT-300,44,37,4,Thread Damage,Dimensional,Receiving Inspection,QE-Torres,Rework,,20.58
INS-09702,2023-06-14,BCON-006,SUP-004,LOT-826,10,8,0,,,Final Assembly,QE-Torres,Accept,,0.0
INS-09703,2024-07-30,FRAME-012,SUP-001,LOT-114,26,25,2,Wrong Material Cert,Documentation,Receiving Inspection,QE-Brooks,Reject,,1261.11
INS-09704,2024-07-30,WING-007,SUP-006,LOT-905,68,37,3,Delamination,Composite,Receiving Inspection,QE-Torres,Reject,,1405.06
INS-09705,2023-05-06,FC-014,SUP-004,LOT-601,77,65,1,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Patel,Use-As-Is,NCR-9750,176.68
INS-09706,2023-08-10,PYLD-009,SUP-001,LOT-941,69,55,5,Thread Damage,Dimensional,End-of-Line Test,QE-Osei,Rework,,406.64
INS-09707,2023-11-24,MOTOR-004,SUP-007,LOT-927,114,58,7,Missing Hardware,Assembly,End-of-Line Test,QE-Osei,Use-As-Is,NCR-7646,425.22
INS-09708,2023-06-03,MOTOR-004,SUP-007,LOT-537,139,98,19,Connector Misalignment,Assembly,End-of-Line Test,QE-Osei,Supplier Return,NCR-3244,2046.75
INS-09709,2024-04-27,FC-014,SUP-004,LOT-608,99,47,3,Contamination,Cosmetic,Final Assembly,QE-Osei,Rework,,1268.81
INS-09710,2023-12-12,BATT-008,SUP-009,LOT-942,45,32,1,Delamination,Composite,In-Process Inspection,QE-Osei,Rework,,217.82
INS-09711,2023-05-02,FC-014,SUP-004,LOT-864,116,96,5,Delamination,Composite,Final Assembly,QE-Brooks,Reject,,1052.57
INS-09712,2023-11-14,MOTOR-004,SUP-007,LOT-813,187,121,16,Wrong Material Cert,Documentation,Final Assembly,QE-Patel,Reject,,888.85
INS-09713,2024-04-20,FC-014,SUP-004,LOT-222,103,59,1,Corrosion,Cosmetic,Receiving Inspection,QE-Torres,Use-As-Is,,293.2
INS-09714,2023-09-19,FRAME-012,SUP-001,LOT-180,38,37,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-09715,2024-09-22,PYLD-009,SUP-001,LOT-732,197,185,9,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Reject,NCR-1283,811.47
INS-09716,2023-04-10,BATT-008,SUP-009,LOT-702,61,46,4,Solder Joint Failure,Electrical,In-Process Inspection,QE-Nguyen,Use-As-Is,,1618.94
INS-09717,2024-12-03,GPS-013,SUP-004,LOT-374,194,178,5,Surface Finish,Cosmetic,In-Process Inspection,QE-Brooks,Use-As-Is,,793.26
INS-09718,2023-08-15,FRAME-012,SUP-001,LOT-869,190,74,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-09719,2023-10-14,FC-014,SUP-004,LOT-417,169,168,9,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Torres,Use-As-Is,NCR-9100,3012.45
INS-09720,2023-06-06,MMB-001,SUP-003,LOT-344,146,87,8,Crack / Fracture,Composite,Final Assembly,QE-Torres,Reject,NCR-1488,1598.08
INS-09721,2024-06-19,FAST-010,SUP-008,LOT-587,102,30,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-09722,2023-05-24,PYLD-009,SUP-001,LOT-270,96,70,4,Contamination,Cosmetic,End-of-Line Test,QE-Nguyen,Rework,NCR-9857,527.33
INS-09723,2024-06-16,MMB-001,SUP-003,LOT-753,48,47,4,Connector Misalignment,Assembly,End-of-Line Test,QE-Nguyen,Reject,,260.23
INS-09724,2023-02-08,LARM-015,SUP-010,LOT-397,106,65,4,Crack / Fracture,Composite,Receiving Inspection,QE-Osei,Reject,,147.51
INS-09725,2024-10-22,ESC-002,SUP-004,LOT-593,114,113,0,,,Receiving Inspection,QE-Patel,Accept,,0.0
INS-09726,2023-06-04,MMB-001,SUP-003,LOT-295,132,122,14,Documentation Missing,Documentation,Final Assembly,QE-Patel,Reject,,1992.5
INS-09727,2023-01-11,FRAME-012,SUP-001,LOT-322,101,30,2,Dimensional Out-of-Tolerance,Dimensional,Receiving Inspection,QE-Brooks,Reject,,930.24
INS-09728,2024-09-03,BCON-006,SUP-004,LOT-799,119,29,1,Electrical Short,Electrical,End-of-Line Test,QE-Patel,Use-As-Is,NCR-6653,12.33
INS-09729,2023-08-05,PROP-003,SUP-006,LOT-404,64,43,3,Dimensional Out-of-Tolerance,Dimensional,End-of-Line Test,QE-Brooks,Reject,,119.48
INS-09730,2024-08-21,PROP-003,SUP-006,LOT-232,183,154,9,Corrosion,Cosmetic,In-Process Inspection,QE-Osei,Rework,,903.13
INS-09731,2024-08-15,FRAME-012,SUP-001,LOT-136,102,98,3,Electrical Short,Electrical,End-of-Line Test,QE-Osei,Rework,,1894.26
INS-09732,2024-01-03,PYLD-009,SUP-001,LOT-673,78,53,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-09733,2024-03-18,PROP-003,SUP-006,LOT-287,78,57,3,Connector Misalignment,Assembly,Receiving Inspection,QE-Nguyen,Reject,,90.24
INS-09734,2023-11-11,LARM-015,SUP-010,LOT-651,133,50,5,Delamination,Composite,End-of-Line Test,QE-Nguyen,Rework,NCR-4230,359.13
INS-09735,2023-01-05,FC-014,SUP-004,LOT-866,160,124,8,Thread Damage,Dimensional,Final Assembly,QE-Brooks,Rework,NCR-5862,1987.55
INS-09736,2024-02-25,FC-014,SUP-004,LOT-199,117,66,13,Crack / Fracture,Composite,Receiving Inspection,QE-Osei,Supplier Return,NCR-6072,6083.26
INS-09737,2024-02-13,FAST-010,SUP-008,LOT-547,40,17,0,,,Receiving Inspection,QE-Osei,Accept,,0.0
INS-09738,2024-05-07,BCON-006,SUP-004,LOT-258,187,59,1,Crack / Fracture,Composite,Receiving Inspection,QE-Osei,Rework,NCR-9238,6.7
INS-09739,2024-06-27,BATT-008,SUP-009,LOT-810,91,42,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-09740,2023-10-01,FRAME-012,SUP-001,LOT-175,89,25,1,Electrical Short,Electrical,End-of-Line Test,QE-Brooks,Reject,NCR-7078,1037.85
INS-09741,2024-04-21,ESC-002,SUP-004,LOT-222,41,17,1,Insulation Damage,Electrical,In-Process Inspection,QE-Brooks,Rework,NCR-5060,291.43
INS-09742,2023-08-26,PROP-003,SUP-006,LOT-228,106,34,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09743,2023-02-08,FC-014,SUP-004,LOT-714,15,3,0,,,Receiving Inspection,QE-Nguyen,Accept,,0.0
INS-09744,2023-11-03,FAST-010,SUP-008,LOT-358,11,10,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09745,2023-02-01,BCON-006,SUP-004,LOT-306,65,29,3,Delamination,Composite,End-of-Line Test,QE-Brooks,Use-As-Is,NCR-8515,81.93
INS-09746,2023-10-01,THRM-011,SUP-005,LOT-534,38,18,3,Dimensional Out-of-Tolerance,Dimensional,In-Process Inspection,QE-Patel,Reject,NCR-7354,17.94
INS-09747,2023-01-05,FRAME-012,SUP-001,LOT-846,169,111,6,Insulation Damage,Electrical,Final Assembly,QE-Osei,Reject,,1781.86
INS-09748,2023-06-02,MMB-001,SUP-003,LOT-297,144,101,2,Missing Hardware,Assembly,In-Process Inspection,QE-Brooks,Reject,,344.77
INS-09749,2023-05-09,BATT-008,SUP-009,LOT-747,36,11,0,,,In-Process Inspection,QE-Torres,Accept,,0.0
INS-09750,2024-12-11,PYLD-009,SUP-001,LOT-736,97,34,1,Thread Damage,Dimensional,End-of-Line Test,QE-Brooks,Use-As-Is,,42.5
INS-09751,2024-12-02,PROP-003,SUP-006,LOT-907,14,7,0,,,End-of-Line Test,QE-Osei,Accept,,0.0
INS-09752,2024-07-15,ESC-002,SUP-004,LOT-172,48,15,0,,,Final Assembly,QE-Patel,Accept,,0.0
INS-09753,2024-09-02,GPS-013,SUP-004,LOT-760,198,84,1,Incorrect Part Number,Documentation,Receiving Inspection,QE-Patel,Use-As-Is,,301.16
INS-09754,2023-03-07,PROP-003,SUP-006,LOT-973,75,62,1,Wrong Material Cert,Documentation,Final Assembly,QE-Osei,Use-As-Is,,79.07
INS-09755,2024-03-08,THRM-011,SUP-005,LOT-519,65,21,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-09756,2024-05-14,FC-014,SUP-004,LOT-927,11,6,0,,,Receiving Inspection,QE-Torres,Accept,,0.0
INS-09757,2023-05-04,BCON-006,SUP-004,LOT-648,117,82,3,Corrosion,Cosmetic,Final Assembly,QE-Torres,Use-As-Is,NCR-3225,73.36
INS-09758,2024-12-08,FC-014,SUP-004,LOT-669,37,30,3,Missing Hardware,Assembly,Final Assembly,QE-Torres,Use-As-Is,NCR-9566,1803.12
INS-09759,2024-07-05,BATT-008,SUP-009,LOT-122,147,112,10,Corrosion,Cosmetic,Receiving Inspection,QE-Osei,Use-As-Is,NCR-8608,4752.15
INS-09760,2023-09-01,PYLD-009,SUP-001,LOT-106,168,63,3,Documentation Missing,Documentation,In-Process Inspection,QE-Patel,Rework,,166.88
INS-09761,2023-12-25,ESC-002,SUP-004,LOT-211,48,24,1,Delamination,Composite,Final Assembly,QE-Osei,Rework,,228.86
INS-09762,2023-05-09,MOTOR-004,SUP-007,LOT-463,51,33,2,Crack / Fracture,Composite,Receiving Inspection,QE-Torres,Use-As-Is,,130.27
INS-09763,2023-11-10,WING-007,SUP-006,LOT-812,37,28,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09764,2023-05-14,MOTOR-004,SUP-007,LOT-692,16,7,2,Contamination,Cosmetic,Receiving Inspection,QE-Osei,Supplier Return,NCR-2919,410.58
INS-09765,2023-02-08,BATT-008,SUP-009,LOT-544,62,43,3,Electrical Short,Electrical,Final Assembly,QE-Patel,Use-As-Is,NCR-7662,1755.78
INS-09766,2023-10-17,ESC-002,SUP-004,LOT-719,40,32,1,Solder Joint Failure,Electrical,Receiving Inspection,QE-Patel,Reject,,101.34
INS-09767,2023-07-01,PROP-003,SUP-006,LOT-136,197,107,1,Corrosion,Cosmetic,Final Assembly,QE-Torres,Reject,,82.43
INS-09768,2023-12-27,MMB-001,SUP-003,LOT-774,17,16,3,Contamination,Cosmetic,End-of-Line Test,QE-Brooks,Reject,NCR-6913,551.41
INS-09769,2024-01-29,MOTOR-004,SUP-007,LOT-164,146,125,11,Incorrect Part Number,Documentation,End-of-Line Test,QE-Torres,Reject,,651.13
INS-09770,2024-10-08,FAST-010,SUP-008,LOT-383,165,149,4,Documentation Missing,Documentation,End-of-Line Test,QE-Nguyen,Rework,NCR-4040,34.78
INS-09771,2024-01-05,MMB-001,SUP-003,LOT-255,136,61,6,Missing Hardware,Assembly,End-of-Line Test,QE-Nguyen,Reject,NCR-1960,620.6
INS-09772,2024-08-30,FRAME-012,SUP-001,LOT-975,123,48,0,,,In-Process Inspection,QE-Patel,Accept,,0.0
INS-09773,2023-01-25,BATT-008,SUP-009,LOT-444,158,138,5,Surface Finish,Cosmetic,Final Assembly,QE-Osei,Use-As-Is,NCR-9792,2450.89
INS-09774,2023-08-05,LARM-015,SUP-010,LOT-776,33,29,4,Connector Misalignment,Assembly,End-of-Line Test,QE-Torres,Rework,NCR-7354,525.31
INS-09775,2023-04-22,FAST-010,SUP-008,LOT-606,58,27,0,,,Receiving Inspection,QE-Brooks,Accept,,0.0
INS-09776,2024-02-05,PROP-003,SUP-006,LOT-402,198,84,1,Corrosion,Cosmetic,In-Process Inspection,QE-Nguyen,Reject,,27.42
INS-09777,2024-12-22,MOTOR-004,SUP-007,LOT-792,185,83,7,Documentation Missing,Documentation,In-Process Inspection,QE-Osei,Use-As-Is,,825.87
INS-09778,2023-03-05,LARM-015,SUP-010,LOT-296,45,31,5,Crack / Fracture,Composite,End-of-Line Test,QE-Osei,MRB Review,NCR-7139,495.72
INS-09779,2023-06-08,BATT-008,SUP-009,LOT-188,98,37,4,Connector Misalignment,Assembly,Receiving Inspection,QE-Brooks,Reject,,1759.78
INS-09780,2024-07-13,PROP-003,SUP-006,LOT-476,188,187,8,Incorrect Part Number,Documentation,Final Assembly,QE-Nguyen,Rework,,864.38
INS-09781,2024-09-04,MOTOR-004,SUP-007,LOT-383,81,42,0,,,In-Process Inspection,QE-Nguyen,Accept,,0.0
INS-09782,2023-08-01,PROP-003,SUP-006,LOT-831,144,130,5,Incorrect Part Number,Documentation,In-Process Inspection,QE-Torres,Rework,NCR-3037,147.19
INS-09783,2024-01-13,MMB-001,SUP-003,LOT-206,98,83,6,Thread Damage,Dimensional,Final Assembly,QE-Patel,Rework,NCR-5036,1059.54
INS-09784,2023-11-10,PROP-003,SUP-006,LOT-620,51,38,0,,,In-Process Inspection,QE-Osei,Accept,,0.0
INS-09785,2024-07-05,FRAME-012,SUP-001,LOT-833,164,136,6,Solder Joint Failure,Electrical,End-of-Line Test,QE-Nguyen,Use-As-Is,NCR-6721,3576.96
INS-09786,2024-12-09,BCON-006,SUP-004,LOT-846,114,28,3,Solder Joint Failure,Electrical,Final Assembly,QE-Osei,Use-As-Is,NCR-9075,31.91
INS-09787,2023-09-25,WING-007,SUP-006,LOT-578,26,21,1,Documentation Missing,Documentation,End-of-Line Test,QE-Torres,Reject,,384.12
INS-09788,2024-04-04,BATT-008,SUP-009,LOT-624,162,73,5,Corrosion,Cosmetic,Receiving Inspection,QE-Brooks,Rework,NCR-4116,1215.78
INS-09789,2023-07-19,WING-007,SUP-006,LOT-587,133,36,1,Missing Hardware,Assembly,Receiving Inspection,QE-Torres,Use-As-Is,,406.86
INS-09790,2023-03-08,FAST-010,SUP-008,LOT-816,48,39,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09791,2024-04-30,ESC-002,SUP-004,LOT-318,65,51,7,Missing Hardware,Assembly,In-Process Inspection,QE-Torres,Rework,,1244.47
INS-09792,2023-06-13,GPS-013,SUP-004,LOT-323,172,166,28,Surface Finish,Cosmetic,Final Assembly,QE-Patel,Reject,NCR-4545,11335.11
INS-09793,2024-08-22,WING-007,SUP-006,LOT-742,20,7,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-09794,2024-03-06,GPS-013,SUP-004,LOT-948,72,49,0,,,End-of-Line Test,QE-Patel,Accept,,0.0
INS-09795,2023-11-02,BATT-008,SUP-009,LOT-255,51,15,1,Insulation Damage,Electrical,End-of-Line Test,QE-Nguyen,Rework,NCR-2664,558.75
INS-09796,2023-03-21,FC-014,SUP-004,LOT-986,113,110,1,Delamination,Composite,Final Assembly,QE-Osei,Reject,,595.03
INS-09797,2023-06-10,PYLD-009,SUP-001,LOT-743,75,52,1,Corrosion,Cosmetic,In-Process Inspection,QE-Nguyen,Rework,NCR-2336,104.6
INS-09798,2024-07-06,FC-014,SUP-004,LOT-113,190,124,7,Wrong Material Cert,Documentation,End-of-Line Test,QE-Patel,Reject,NCR-7140,1376.21
INS-09799,2023-11-03,ESC-002,SUP-004,LOT-794,128,79,0,,,Final Assembly,QE-Osei,Accept,,0.0
INS-09800,2024-06-19,FRAME-012,SUP-001,LOT-187,16,16,0,,,End-of-Line Test,QE-Brooks,Accept,,0.0
INS-09801,2024-05-16,WHAR-005,SUP-005,LOT-626,72,50,1,Solder Joint Failure,Electrical,End-of-Line Test,QE-Patel,Use-As-Is,,56.1
INS-09802,2023-10-19,LARM-015,SUP-010,LOT-463,81,59,6,Corrosion,Cosmetic,Final Assembly,QE-Nguyen,Use-As-Is,,556.6
INS-09803,2024-03-10,MOTOR-004,SUP-007,LOT-872,90,69,18,Incorrect Part Number,Documentation,End-of-Line Test,QE-Patel,Reject,NCR-6583,4232.33
INS-09804,2023-07-26,MOTOR-004,SUP-007,LOT-881,142,109,27,Thread Damage,Dimensional,In-Process Inspection,QE-Osei,Supplier Return,NCR-2760,3434.85
INS-09805,2023-08-22,ESC-002,SUP-004,LOT-708,190,53,1,Contamination,Cosmetic,In-Process Inspection,QE-Patel,Rework,,211.72
INS-09806,2024-06-21,LARM-015,SUP-010,LOT-729,97,28,7,Solder Joint Failure,Electrical,Final Assembly,QE-Torres,Reject,NCR-4158,1041.9
INS-09807,2023-02-16,BATT-008,SUP-009,LOT-820,110,86,8,Surface Finish,Cosmetic,Final Assembly,QE-Osei,Rework,NCR-6983,5342.4
INS-09808,2024-01-29,FRAME-012,SUP-001,LOT-619,56,21,1,Electrical Short,Electrical,End-of-Line Test,QE-Torres,Rework,NCR-8687,1057.51
INS-09809,2023-06-28,MOTOR-004,SUP-007,LOT-896,166,115,19,Documentation Missing,Documentation,Receiving Inspection,QE-Osei,Reject,NCR-2797,3907.39
INS-09810,2024-12-11,LARM-015,SUP-010,LOT-476,55,54,4,Connector Misalignment,Assembly,End-of-Line Test,QE-Osei,Reject,,288.02
INS-09811,2024-05-18,PROP-003,SUP-006,LOT-716,69,34,0,,,Final Assembly,QE-Osei,Accept,,0.0
