part_serial_number,lot_number,supplier_id,part_disposition,feature_id,feature_name,gdandt_type,criticality,nominal_x,nominal_y,measured_x,measured_y,measured_value,nominal_value,tolerance,lower_limit,upper_limit,deviation,margin,margin_pct,result,datum_reference,inspector,inspection_date
MMB-0032,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0176,6.0,0.1,5.9,6.1,0.0176,0.0824,82.4,PASS,,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9735,19.9604,0.0954,,0.2,,,0.0953,0.1047,52.4,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9946,19.9482,0.1041,,0.2,,,0.10416,0.09584,47.9,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9779,59.9521,0.1056,,0.2,,,0.1055,0.0945,47.2,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.1179,60.0021,0.2358,,0.2,,,0.23584,-0.03584,-17.9,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0145,0.0,0.05,,,0.0145,0.0355,71.0,PASS,A,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0614,0.0,0.1,,,0.0614,0.0386,38.6,PASS,A,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0655,0.0,0.15,,,0.0655,0.0845,56.3,PASS,A,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1045,0.0,0.3,,,0.1045,0.1955,65.2,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0123,5.0,0.05,4.95,5.05,0.0123,0.0377,75.4,PASS,,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0327,8.0,0.1,7.9,8.1,0.0327,0.0673,67.3,PASS,,QE-Nguyen,2024-05-20
MMB-0033,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9917,6.0,0.1,5.9,6.1,0.0083,0.0917,91.7,PASS,,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9712,19.9862,0.0638,,0.2,,,0.06387,0.13613,68.1,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.8849,19.9242,0.2756,,0.2,,,0.27563,-0.07563,-37.8,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0547,60.0658,0.1711,,0.2,,,0.17113,0.02887,14.4,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9851,60.0346,0.0754,,0.2,,,0.07534,0.12466,62.3,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0297,0.0,0.05,,,0.0297,0.0203,40.6,PASS,A,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1474,0.0,0.1,,,0.1474,-0.0474,-47.4,FAIL,A,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1148,0.0,0.15,,,0.1148,0.0352,23.5,PASS,A,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.111,0.0,0.3,,,0.111,0.189,63.0,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9809,5.0,0.05,4.95,5.05,0.0191,0.0309,61.8,PASS,,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9618,8.0,0.1,7.9,8.1,0.0382,0.0618,61.8,PASS,,QE-Nguyen,2024-05-20
MMB-0034,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0101,6.0,0.1,5.9,6.1,0.0101,0.0899,89.9,PASS,,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9622,19.9289,0.1611,,0.2,,,0.16105,0.03895,19.5,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9677,19.9459,0.126,,0.2,,,0.12602,0.07398,37.0,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0675,60.0353,0.1523,,0.2,,,0.15235,0.04765,23.8,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9995,60.0888,0.1776,,0.2,,,0.1776,0.0224,11.2,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0262,0.0,0.05,,,0.0262,0.0238,47.6,PASS,A,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0292,0.0,0.1,,,0.0292,0.0708,70.8,PASS,A,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1309,0.0,0.15,,,0.1309,0.0191,12.7,PASS,A,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1577,0.0,0.3,,,0.1577,0.1423,47.4,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9793,5.0,0.05,4.95,5.05,0.0207,0.0293,58.6,PASS,,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0043,8.0,0.1,7.9,8.1,0.0043,0.0957,95.7,PASS,,QE-Nguyen,2024-05-20
MMB-0035,LOT-204,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9831,6.0,0.1,5.9,6.1,0.0169,0.0831,83.1,PASS,,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9309,20.0463,0.1664,,0.2,,,0.16636,0.03364,16.8,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0955,19.9301,0.2367,,0.2,,,0.2367,-0.0367,-18.4,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0225,59.974,0.0688,,0.2,,,0.06877,0.13123,65.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9708,59.9645,0.092,,0.2,,,0.09193,0.10807,54.0,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.012,0.0,0.05,,,0.012,0.038,76.0,PASS,A,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0565,0.0,0.1,,,0.0565,0.0435,43.5,PASS,A,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0368,0.0,0.15,,,0.0368,0.1132,75.5,PASS,A,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1389,0.0,0.3,,,0.1389,0.1611,53.7,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.999,5.0,0.05,4.95,5.05,0.001,0.049,98.0,PASS,,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0028,8.0,0.1,7.9,8.1,0.0028,0.0972,97.2,PASS,,QE-Nguyen,2024-05-20
MMB-0036,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9823,6.0,0.1,5.9,6.1,0.0177,0.0823,82.3,PASS,,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9712,20.0378,0.095,,0.2,,,0.09504,0.10496,52.5,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.025,19.9511,0.1098,,0.2,,,0.10984,0.09016,45.1,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.004,60.0301,0.0606,,0.2,,,0.06073,0.13927,69.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.8998,60.0326,0.2107,,0.2,,,0.21074,-0.01074,-5.4,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0151,0.0,0.05,,,0.0151,0.0349,69.8,PASS,A,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0721,0.0,0.1,,,0.0721,0.0279,27.9,PASS,A,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0395,0.0,0.15,,,0.0395,0.1105,73.7,PASS,A,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0063,0.0,0.3,,,0.0063,0.2937,97.9,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9674,5.0,0.05,4.95,5.05,0.0326,0.0174,34.8,PASS,,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0114,8.0,0.1,7.9,8.1,0.0114,0.0886,88.6,PASS,,QE-Nguyen,2024-05-20
MMB-0037,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0115,6.0,0.1,5.9,6.1,0.0115,0.0885,88.5,PASS,,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9548,20.0319,0.1107,,0.2,,,0.11065,0.08935,44.7,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9169,19.9967,0.1663,,0.2,,,0.16633,0.03367,16.8,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9516,59.9739,0.11,,0.2,,,0.10998,0.09002,45.0,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0028,59.9484,0.1034,,0.2,,,0.10335,0.09665,48.3,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0192,0.0,0.05,,,0.0192,0.0308,61.6,PASS,A,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0852,0.0,0.1,,,0.0852,0.0148,14.8,PASS,A,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0469,0.0,0.15,,,0.0469,0.1031,68.7,PASS,A,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1785,0.0,0.3,,,0.1785,0.1215,40.5,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9774,5.0,0.05,4.95,5.05,0.0226,0.0274,54.8,PASS,,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0259,8.0,0.1,7.9,8.1,0.0259,0.0741,74.1,PASS,,QE-Nguyen,2024-05-20
MMB-0038,LOT-204,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.041,6.0,0.1,5.9,6.1,0.041,0.059,59.0,PASS,,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.8764,19.9602,0.2597,,0.2,,,0.2597,-0.0597,-29.8,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0289,19.9898,0.0612,,0.2,,,0.06129,0.13871,69.4,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0148,59.9758,0.0567,,0.2,,,0.05673,0.14327,71.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0052,59.9907,0.0214,,0.2,,,0.02131,0.17869,89.3,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0425,0.0,0.05,,,0.0425,0.0075,15.0,PASS,A,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0626,0.0,0.1,,,0.0626,0.0374,37.4,PASS,A,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0835,0.0,0.15,,,0.0835,0.0665,44.3,PASS,A,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0912,0.0,0.3,,,0.0912,0.2088,69.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9902,5.0,0.05,4.95,5.05,0.0098,0.0402,80.4,PASS,,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.997,8.0,0.1,7.9,8.1,0.003,0.097,97.0,PASS,,QE-Nguyen,2024-05-20
MMB-0039,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0149,6.0,0.1,5.9,6.1,0.0149,0.0851,85.1,PASS,,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.979,20.0145,0.0511,,0.2,,,0.05104,0.14896,74.5,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.1038,20.0436,0.2251,,0.2,,,0.22517,-0.02517,-12.6,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.987,60.048,0.0996,,0.2,,,0.09946,0.10054,50.3,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9755,59.8777,0.2494,,0.2,,,0.24946,-0.04946,-24.7,FAIL,A|B|C,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0099,0.0,0.05,,,0.0099,0.0401,80.2,PASS,A,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0011,0.0,0.1,,,0.0011,0.0989,98.9,PASS,A,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0559,0.0,0.15,,,0.0559,0.0941,62.7,PASS,A,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1213,0.0,0.3,,,0.1213,0.1787,59.6,PASS,A|B|C,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0335,5.0,0.05,4.95,5.05,0.0335,0.0165,33.0,PASS,,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0198,8.0,0.1,7.9,8.1,0.0198,0.0802,80.2,PASS,,QE-Nguyen,2024-05-20
MMB-0040,LOT-204,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9995,6.0,0.1,5.9,6.1,0.0005,0.0995,99.5,PASS,,QE-Nguyen,2024-05-20
MMB-0041,LOT-205,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9626,20.0027,0.0749,,0.2,,,0.07499,0.12501,62.5,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0121,19.9235,0.1549,,0.2,,,0.1549,0.0451,22.6,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9253,59.9694,0.1614,,0.2,,,0.16145,0.03855,19.3,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.055,60.0654,0.1709,,0.2,,,0.17091,0.02909,14.5,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0506,0.0,0.05,,,0.0506,-0.0006,-1.2,FAIL,A,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.054,0.0,0.1,,,0.054,0.046,46.0,PASS,A,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1031,0.0,0.15,,,0.1031,0.0469,31.3,PASS,A,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1907,0.0,0.3,,,0.1907,0.1093,36.4,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9901,5.0,0.05,4.95,5.05,0.0099,0.0401,80.2,PASS,,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0216,8.0,0.1,7.9,8.1,0.0216,0.0784,78.4,PASS,,QE-Nguyen,2024-06-18
MMB-0041,LOT-205,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0215,6.0,0.1,5.9,6.1,0.0215,0.0785,78.5,PASS,,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9545,20.0821,0.1877,,0.2,,,0.18773,0.01227,6.1,BORDERLINE,A|B|C,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9981,20.0044,0.0095,,0.2,,,0.00959,0.19041,95.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9621,59.9688,0.0981,,0.2,,,0.09818,0.10182,50.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.8682,60.0033,0.2637,,0.2,,,0.26368,-0.06368,-31.8,FAIL,A|B|C,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0626,0.0,0.05,,,0.0626,-0.0126,-25.2,FAIL,A,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0244,0.0,0.1,,,0.0244,0.0756,75.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.189,0.0,0.15,,,0.189,-0.039,-26.0,FAIL,A,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.219,0.0,0.3,,,0.219,0.081,27.0,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9905,5.0,0.05,4.95,5.05,0.0095,0.0405,81.0,PASS,,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0108,8.0,0.1,7.9,8.1,0.0108,0.0892,89.2,PASS,,QE-Nguyen,2024-06-18
MMB-0042,LOT-205,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0016,6.0,0.1,5.9,6.1,0.0016,0.0984,98.4,PASS,,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0853,20.0259,0.1783,,0.2,,,0.17829,0.02171,10.9,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0591,20.0179,0.1235,,0.2,,,0.1235,0.0765,38.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9955,60.0131,0.0276,,0.2,,,0.0277,0.1723,86.2,PASS,A|B|C,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9756,59.9129,0.181,,0.2,,,0.18091,0.01909,9.5,BORDERLINE,A|B|C,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0372,0.0,0.05,,,0.0372,0.0128,25.6,PASS,A,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.01,0.0,0.1,,,0.01,0.09,90.0,PASS,A,QE-Nguyen,2024-06-18
MMB-0043,LOT-205,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0592,0.0,0.15,,,0.0592,0.0908,60.5,PASS,A,QE-Nguyen,2024-06-18
